Arguments are...
log_dir: ./test_run
sdf_dir: data/intra_gsm_clean
split_path: data/intra_gsm_clean/splits/split0.npy
n_epochs: 100
warmup_epochs: 2
batch_size: 64
mini_batch: 4
lr: 0.001
num_workers: 2
hidden_dim: 100
depth: 3
n_layers: 2
optimizer: adam
scheduler: plateau
verbose: True

Model parameters are:
node_dim: 26
edge_dim: 2
hidden_dim: 100
depth: 3
n_layers: 2


Optimizer parameters are:
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)

Scheduler state dict is:
factor: 0.7
min_lrs: [1e-05]
patience: 5
verbose: False
cooldown: 0
cooldown_counter: 0
mode: min
threshold: 0.0001
threshold_mode: rel
best: inf
num_bad_epochs: 0
mode_worse: inf
eps: 1e-08
last_epoch: 0

Starting training...
Parameter Norm: 44.03821010840034	 Gradient Norm: 10.00000278089395	 Loss: 2.4383692741394043
Parameter Norm: 44.366866951907674	 Gradient Norm: 9.999999352712148	 Loss: 0.09379659593105316
Parameter Norm: 44.367320104566	 Gradient Norm: 4.605524384741257	 Loss: 0.1005949154496193
Parameter Norm: 44.367758716828604	 Gradient Norm: 7.134776589499745	 Loss: 0.0904025062918663
Parameter Norm: 44.36818183372879	 Gradient Norm: 9.99999640871451	 Loss: 0.09425054490566254
Parameter Norm: 44.368698877200764	 Gradient Norm: 9.999999270479341	 Loss: 0.10008180141448975
Parameter Norm: 44.369404109802375	 Gradient Norm: 9.999998342701929	 Loss: 0.08355548977851868
Parameter Norm: 44.37022142714738	 Gradient Norm: 9.999998675776812	 Loss: 0.10044264048337936
Parameter Norm: 44.370844383969306	 Gradient Norm: 10.000000225696052	 Loss: 0.12259559333324432
Parameter Norm: 44.37127325776187	 Gradient Norm: 9.999997305386938	 Loss: 0.10084950923919678
Parameter Norm: 44.37152667524976	 Gradient Norm: 9.999999375884048	 Loss: 0.09971543401479721
Parameter Norm: 44.37174008450027	 Gradient Norm: 10.000002106548024	 Loss: 0.09844734519720078
Parameter Norm: 44.372072111860135	 Gradient Norm: 10.000006126970248	 Loss: 0.12827129662036896
Parameter Norm: 44.37245420944397	 Gradient Norm: 10.000004367639294	 Loss: 0.15283147990703583
Parameter Norm: 44.37290321290102	 Gradient Norm: 10.000004203564473	 Loss: 0.10760064423084259
Parameter Norm: 44.373435509495835	 Gradient Norm: 10.000000451035172	 Loss: 0.09345098584890366
Parameter Norm: 44.374036759744634	 Gradient Norm: 9.999996466075432	 Loss: 0.12634707987308502
Parameter Norm: 44.374393084285586	 Gradient Norm: 9.999999415176957	 Loss: 0.17251847684383392
Parameter Norm: 44.37450694584397	 Gradient Norm: 10.000000830752889	 Loss: 0.16726571321487427
Parameter Norm: 44.37437450782172	 Gradient Norm: 9.999998735900588	 Loss: 0.15341916680335999
Parameter Norm: 44.3740613810296	 Gradient Norm: 10.000000490393608	 Loss: 0.0933053120970726
Parameter Norm: 44.37359758062968	 Gradient Norm: 10.00000056964613	 Loss: 0.10605162382125854
Parameter Norm: 44.37332544661905	 Gradient Norm: 9.999999311673722	 Loss: 0.10857691615819931
Parameter Norm: 44.37321490165825	 Gradient Norm: 9.999999240237743	 Loss: 0.10455203801393509
Parameter Norm: 44.373240440649845	 Gradient Norm: 9.999999410325707	 Loss: 0.09705182909965515
Parameter Norm: 44.373429983968734	 Gradient Norm: 4.20223721757034	 Loss: 0.07074004411697388
Parameter Norm: 44.373599886097566	 Gradient Norm: 9.99999829163356	 Loss: 0.10096220672130585
Parameter Norm: 44.37361736557848	 Gradient Norm: 9.99999748227337	 Loss: 0.0945969745516777
Parameter Norm: 44.37345202240216	 Gradient Norm: 9.999998502036805	 Loss: 0.08743409812450409
Parameter Norm: 44.37319731648065	 Gradient Norm: 9.99999692438949	 Loss: 0.08357302844524384
Parameter Norm: 44.373124631708066	 Gradient Norm: 9.999999993066677	 Loss: 0.09020993113517761
Parameter Norm: 44.373215599415715	 Gradient Norm: 9.999999922907586	 Loss: 0.08854260295629501
Parameter Norm: 44.3734932951831	 Gradient Norm: 9.550677669971044	 Loss: 0.08778303116559982
Parameter Norm: 44.37371462816862	 Gradient Norm: 10.000001896796562	 Loss: 0.10682912915945053
Parameter Norm: 44.373808618076666	 Gradient Norm: 9.449595188344267	 Loss: 0.11071399599313736
Parameter Norm: 44.37390940579891	 Gradient Norm: 10.000001169328552	 Loss: 0.08771950006484985
Parameter Norm: 44.374159336568596	 Gradient Norm: 9.999998444939225	 Loss: 0.08699044585227966
Parameter Norm: 44.3745605271454	 Gradient Norm: 9.999996542386151	 Loss: 0.09743931889533997
Parameter Norm: 44.37508712402176	 Gradient Norm: 1.3097298074894537	 Loss: 0.08186531811952591
Parameter Norm: 44.37554935096449	 Gradient Norm: 9.999999070296491	 Loss: 0.10384300351142883
Parameter Norm: 44.37632489302484	 Gradient Norm: 10.000001587600673	 Loss: 0.09874742478132248
Parameter Norm: 44.3772671319187	 Gradient Norm: 10.000001122904683	 Loss: 0.15863673388957977
Parameter Norm: 44.37827354125912	 Gradient Norm: 10.000000324784864	 Loss: 0.12166237086057663
Parameter Norm: 44.37928770734095	 Gradient Norm: 9.99999770464503	 Loss: 0.10719005018472672
Parameter Norm: 44.38026881618906	 Gradient Norm: 10.00000038484216	 Loss: 0.13125355541706085
Parameter Norm: 44.38150829815583	 Gradient Norm: 9.999999167946832	 Loss: 0.14992529153823853
Parameter Norm: 44.382956766895845	 Gradient Norm: 10.000004231650184	 Loss: 0.14127935469150543
Parameter Norm: 44.38452457207235	 Gradient Norm: 10.000002263894647	 Loss: 0.11739006638526917
Parameter Norm: 44.386212962989994	 Gradient Norm: 3.0119079086376668	 Loss: 0.11765853315591812
Parameter Norm: 44.38787586205529	 Gradient Norm: 9.99999884180892	 Loss: 0.10091860592365265
Parameter Norm: 44.38926851849913	 Gradient Norm: 10.000003588456575	 Loss: 0.14016452431678772
Parameter Norm: 44.39037188297282	 Gradient Norm: 9.99999783419824	 Loss: 0.12288397550582886
Parameter Norm: 44.39125280344601	 Gradient Norm: 9.999996999944338	 Loss: 0.12449288368225098
Parameter Norm: 44.39194904360356	 Gradient Norm: 1.4185588833002118	 Loss: 0.1026487722992897
Parameter Norm: 44.392821666960565	 Gradient Norm: 10.000001474047522	 Loss: 0.11315074563026428
Parameter Norm: 44.39381666573046	 Gradient Norm: 9.99999879848261	 Loss: 0.14213310182094574
Parameter Norm: 44.39489958186475	 Gradient Norm: 9.999998972217426	 Loss: 0.1428905576467514
Parameter Norm: 44.396038169626735	 Gradient Norm: 9.99999643687306	 Loss: 0.14856450259685516
Parameter Norm: 44.39726913750329	 Gradient Norm: 1.8414099487045035	 Loss: 0.10209658741950989
Parameter Norm: 44.398457967500214	 Gradient Norm: 10.000001967947595	 Loss: 0.15203924477100372
Epoch 3: Training Loss 0.04106563601202983
Epoch 3: Validation Loss 0.043159424347930235
Parameter Norm: 44.399385437401904	 Gradient Norm: 9.9999985172193	 Loss: 0.09955707937479019
Parameter Norm: 44.400046263464326	 Gradient Norm: 9.999999991777274	 Loss: 0.1277841329574585
Parameter Norm: 44.400441603236054	 Gradient Norm: 5.572895588021665	 Loss: 0.08891554176807404
Parameter Norm: 44.400755858340666	 Gradient Norm: 9.99999782254125	 Loss: 0.09369480609893799
Parameter Norm: 44.4012472917898	 Gradient Norm: 10.000001979198712	 Loss: 0.10702817887067795
Parameter Norm: 44.40186505409218	 Gradient Norm: 10.000000806848774	 Loss: 0.10998848080635071
Parameter Norm: 44.402662612893735	 Gradient Norm: 7.853696974219033	 Loss: 0.10622790455818176
Parameter Norm: 44.40357780065665	 Gradient Norm: 10.000000191325883	 Loss: 0.10772408545017242
Parameter Norm: 44.404234645964	 Gradient Norm: 10.000001102515473	 Loss: 0.09510196000337601
Parameter Norm: 44.40463111510578	 Gradient Norm: 10.00000221832804	 Loss: 0.11638934165239334
Parameter Norm: 44.404810356150115	 Gradient Norm: 3.563581098776525	 Loss: 0.09268466383218765
Parameter Norm: 44.404964806234275	 Gradient Norm: 9.999999918643892	 Loss: 0.09280496090650558
Parameter Norm: 44.405366310617374	 Gradient Norm: 9.999997525999992	 Loss: 0.10958614945411682
Parameter Norm: 44.40598792995412	 Gradient Norm: 10.000000223163694	 Loss: 0.1018223762512207
Parameter Norm: 44.40640744634895	 Gradient Norm: 3.0697173223130854	 Loss: 0.11736371368169785
Parameter Norm: 44.40690458630341	 Gradient Norm: 7.850760163103071	 Loss: 0.07622510939836502
Parameter Norm: 44.40752988356701	 Gradient Norm: 5.851884539835667	 Loss: 0.10774616152048111
Parameter Norm: 44.408349425304124	 Gradient Norm: 10.000000221479405	 Loss: 0.08215781301259995
Parameter Norm: 44.40935653354997	 Gradient Norm: 9.999998196974193	 Loss: 0.08160921931266785
Parameter Norm: 44.41008778374343	 Gradient Norm: 10.00000334917069	 Loss: 0.10036101937294006
Parameter Norm: 44.41056472395412	 Gradient Norm: 9.999998655459564	 Loss: 0.11343130469322205
Parameter Norm: 44.41082032978654	 Gradient Norm: 9.249749223850182	 Loss: 0.11186403036117554
Parameter Norm: 44.41086222889492	 Gradient Norm: 9.999999212197034	 Loss: 0.10418833792209625
Parameter Norm: 44.41131541657018	 Gradient Norm: 10.000001749895572	 Loss: 0.1145302802324295
Parameter Norm: 44.41208186701007	 Gradient Norm: 10.000001307012456	 Loss: 0.12323340028524399
Parameter Norm: 44.413151048087876	 Gradient Norm: 2.431539074215182	 Loss: 0.11007153242826462
Parameter Norm: 44.41439819818393	 Gradient Norm: 9.257210835239722	 Loss: 0.09883588552474976
Parameter Norm: 44.41558063837133	 Gradient Norm: 9.497875587636516	 Loss: 0.10485278815031052
Parameter Norm: 44.416710755539405	 Gradient Norm: 6.67207368338623	 Loss: 0.1120966300368309
Parameter Norm: 44.417769624812045	 Gradient Norm: 10.000002732463031	 Loss: 0.1327010840177536
Parameter Norm: 44.41899050238073	 Gradient Norm: 9.999999150485463	 Loss: 0.11207406222820282
Parameter Norm: 44.42031912358773	 Gradient Norm: 8.961686221627396	 Loss: 0.10216889530420303
Parameter Norm: 44.42178008460999	 Gradient Norm: 9.007953818012787	 Loss: 0.10425685346126556
Parameter Norm: 44.423059404075254	 Gradient Norm: 9.999998289749186	 Loss: 0.10573796927928925
Parameter Norm: 44.42410538701393	 Gradient Norm: 9.99999750608321	 Loss: 0.11956294625997543
Parameter Norm: 44.42495269972378	 Gradient Norm: 10.000000430939814	 Loss: 0.10258962213993073
Parameter Norm: 44.42598455625092	 Gradient Norm: 7.497371003511528	 Loss: 0.10432460904121399
Parameter Norm: 44.42713973805604	 Gradient Norm: 1.5858220325199452	 Loss: 0.10491211712360382
Parameter Norm: 44.42832233218529	 Gradient Norm: 7.08433658613532	 Loss: 0.12742169201374054
Parameter Norm: 44.42945634688742	 Gradient Norm: 10.000000009778876	 Loss: 0.09170479327440262
Parameter Norm: 44.43053750679909	 Gradient Norm: 10.000002817859613	 Loss: 0.09679902344942093
Parameter Norm: 44.43182080032526	 Gradient Norm: 9.473851904940059	 Loss: 0.12704123556613922
Parameter Norm: 44.433264107922106	 Gradient Norm: 8.887597170957422	 Loss: 0.10032350569963455
Parameter Norm: 44.434897254237065	 Gradient Norm: 9.999998882109514	 Loss: 0.11290974169969559
Parameter Norm: 44.43624410976853	 Gradient Norm: 9.999995783212167	 Loss: 0.10894200205802917
Parameter Norm: 44.437315266079494	 Gradient Norm: 9.999998839050523	 Loss: 0.10256703197956085
Parameter Norm: 44.438137979468664	 Gradient Norm: 7.731255927090829	 Loss: 0.08460979163646698
Parameter Norm: 44.43883984690738	 Gradient Norm: 10.00000067181041	 Loss: 0.10392636060714722
Parameter Norm: 44.439612161955374	 Gradient Norm: 9.999999962864745	 Loss: 0.13620692491531372
Parameter Norm: 44.44042831181671	 Gradient Norm: 10.000000427842167	 Loss: 0.13406862318515778
Parameter Norm: 44.441277817311835	 Gradient Norm: 10.00000035941876	 Loss: 0.104742631316185
Parameter Norm: 44.442176109770614	 Gradient Norm: 3.7600311603625656	 Loss: 0.09620042890310287
Parameter Norm: 44.443014550824735	 Gradient Norm: 10.000000288217791	 Loss: 0.13537384569644928
Parameter Norm: 44.44365285392324	 Gradient Norm: 10.000002350107772	 Loss: 0.08540073037147522
Parameter Norm: 44.44408671243746	 Gradient Norm: 10.000001186458052	 Loss: 0.1008630022406578
Parameter Norm: 44.44437941770693	 Gradient Norm: 3.899879515814296	 Loss: 0.10232055932283401
Parameter Norm: 44.44480390325006	 Gradient Norm: 9.999992394841685	 Loss: 0.10111329704523087
Parameter Norm: 44.44536539979995	 Gradient Norm: 9.99999754225579	 Loss: 0.09359382838010788
Parameter Norm: 44.446098672920506	 Gradient Norm: 10.000000704059222	 Loss: 0.0909050777554512
Parameter Norm: 44.44663084031395	 Gradient Norm: 4.937026071399642	 Loss: 0.1138971820473671
Parameter Norm: 44.44719138565598	 Gradient Norm: 7.775827532595067	 Loss: 0.10072267800569534
Parameter Norm: 44.447621818652145	 Gradient Norm: 9.447234537311044	 Loss: 0.08463245630264282
Parameter Norm: 44.44824316539485	 Gradient Norm: 8.499349184436635	 Loss: 0.09707412123680115
Parameter Norm: 44.44879084762922	 Gradient Norm: 9.999996287450868	 Loss: 0.0766754224896431
Parameter Norm: 44.44952443219805	 Gradient Norm: 6.9570019250486945	 Loss: 0.08765625208616257
Parameter Norm: 44.45014657653521	 Gradient Norm: 7.167289992059319	 Loss: 0.09363263845443726
Parameter Norm: 44.450686690456195	 Gradient Norm: 7.67547234762754	 Loss: 0.0913175567984581
Parameter Norm: 44.45140425805306	 Gradient Norm: 7.979554745147629	 Loss: 0.08782502263784409
Parameter Norm: 44.45229866878426	 Gradient Norm: 9.418048048903298	 Loss: 0.08625991642475128
Parameter Norm: 44.45289228454478	 Gradient Norm: 9.999998995780643	 Loss: 0.09042016416788101
Parameter Norm: 44.453429600177216	 Gradient Norm: 9.999998508211783	 Loss: 0.08254232257604599
Parameter Norm: 44.45414029155458	 Gradient Norm: 9.999999130260477	 Loss: 0.11032579839229584
Parameter Norm: 44.45499640773036	 Gradient Norm: 10.00000226753444	 Loss: 0.09230219572782516
Parameter Norm: 44.45574520811208	 Gradient Norm: 9.999999635648145	 Loss: 0.12934935092926025
Parameter Norm: 44.456393799283525	 Gradient Norm: 6.9629280272186245	 Loss: 0.08993201702833176
Parameter Norm: 44.45706538908606	 Gradient Norm: 10.000001027261094	 Loss: 0.09616018831729889
Parameter Norm: 44.45784066163051	 Gradient Norm: 10.000003031024429	 Loss: 0.10495325177907944
Parameter Norm: 44.45868318684182	 Gradient Norm: 10.000002734483706	 Loss: 0.0942239910364151
Parameter Norm: 44.45957426587702	 Gradient Norm: 2.7361410620048696	 Loss: 0.09645651280879974
Parameter Norm: 44.46043907653739	 Gradient Norm: 3.8786232418526585	 Loss: 0.09018498659133911
Parameter Norm: 44.46118741124198	 Gradient Norm: 10.000001890660561	 Loss: 0.11003900319337845
Parameter Norm: 44.46169633749559	 Gradient Norm: 10.000000949415709	 Loss: 0.12108461558818817
Parameter Norm: 44.46199458852046	 Gradient Norm: 9.99999825419934	 Loss: 0.0836634710431099
Parameter Norm: 44.46211917404746	 Gradient Norm: 8.981204873104241	 Loss: 0.09009068459272385
Parameter Norm: 44.46238808707447	 Gradient Norm: 9.999998446727911	 Loss: 0.10594408214092255
Parameter Norm: 44.46281517592988	 Gradient Norm: 9.999997769431893	 Loss: 0.09149423986673355
Parameter Norm: 44.46335920073632	 Gradient Norm: 9.99999655947458	 Loss: 0.09855080395936966
Parameter Norm: 44.46377963537165	 Gradient Norm: 10.000003990138419	 Loss: 0.09896870702505112
Parameter Norm: 44.464395023234566	 Gradient Norm: 7.1660909793794865	 Loss: 0.08022482693195343
Parameter Norm: 44.46535271976639	 Gradient Norm: 4.153895260032777	 Loss: 0.12853771448135376
Parameter Norm: 44.46665509550818	 Gradient Norm: 9.999997756964076	 Loss: 0.13221760094165802
Parameter Norm: 44.468251707677595	 Gradient Norm: 9.999998059708714	 Loss: 0.11049497872591019
Parameter Norm: 44.470146217649486	 Gradient Norm: 10.000001219521021	 Loss: 0.12219208478927612
Parameter Norm: 44.47242310531822	 Gradient Norm: 9.999998251463865	 Loss: 0.1320505291223526
Parameter Norm: 44.47448221517136	 Gradient Norm: 9.999999859290362	 Loss: 0.1514899879693985
Parameter Norm: 44.47637685817915	 Gradient Norm: 9.999999145994876	 Loss: 0.12665694952011108
Parameter Norm: 44.4780728964732	 Gradient Norm: 9.999999457175578	 Loss: 0.12482670694589615
Parameter Norm: 44.47959501346394	 Gradient Norm: 10.000000393990188	 Loss: 0.10291463881731033
Parameter Norm: 44.481231940622976	 Gradient Norm: 4.2634224555075875	 Loss: 0.0963047668337822
Parameter Norm: 44.482921175042016	 Gradient Norm: 10.000002520516258	 Loss: 0.1165020540356636
Parameter Norm: 44.48463614749341	 Gradient Norm: 10.000001940937603	 Loss: 0.1112002432346344
Parameter Norm: 44.486121490709394	 Gradient Norm: 5.248434124816711	 Loss: 0.09611831605434418
Parameter Norm: 44.48756408137015	 Gradient Norm: 9.999999832373883	 Loss: 0.09047560393810272
Parameter Norm: 44.489067961571024	 Gradient Norm: 9.999999273357668	 Loss: 0.1083478257060051
Parameter Norm: 44.490362425843465	 Gradient Norm: 9.99999765771375	 Loss: 0.10342484712600708
Parameter Norm: 44.49154792654395	 Gradient Norm: 9.999996915663571	 Loss: 0.07528543472290039
Epoch 4: Training Loss 0.040475952714542095
Epoch 4: Validation Loss 0.041881779840898664
Parameter Norm: 44.49287534372585	 Gradient Norm: 2.4260676518517466	 Loss: 0.09093916416168213
Parameter Norm: 44.49424609940342	 Gradient Norm: 8.76156960829709	 Loss: 0.08948065340518951
Parameter Norm: 44.49579938446134	 Gradient Norm: 10.000001119997377	 Loss: 0.09180891513824463
Parameter Norm: 44.497184144188516	 Gradient Norm: 9.99999650055163	 Loss: 0.09722232073545456
Parameter Norm: 44.498358832830476	 Gradient Norm: 10.00000089933501	 Loss: 0.09138339757919312
Parameter Norm: 44.49959879494596	 Gradient Norm: 10.000000182835864	 Loss: 0.11340602487325668
Parameter Norm: 44.5006497198263	 Gradient Norm: 10.000000094278754	 Loss: 0.10174119472503662
Parameter Norm: 44.501770264295544	 Gradient Norm: 9.04235769982277	 Loss: 0.08407124131917953
Parameter Norm: 44.50296383218915	 Gradient Norm: 3.3981017857635396	 Loss: 0.08533741533756256
Parameter Norm: 44.50400428609203	 Gradient Norm: 6.783380596688445	 Loss: 0.09708724170923233
Parameter Norm: 44.50488949422439	 Gradient Norm: 9.999996428463676	 Loss: 0.09431520849466324
Parameter Norm: 44.505594861821535	 Gradient Norm: 9.999998646632154	 Loss: 0.09982915222644806
Parameter Norm: 44.50642390658354	 Gradient Norm: 9.999997433902774	 Loss: 0.08830166608095169
Parameter Norm: 44.507372873343094	 Gradient Norm: 9.999998743829526	 Loss: 0.09384284168481827
Parameter Norm: 44.50815294655434	 Gradient Norm: 10.000001825056072	 Loss: 0.08458694070577621
Parameter Norm: 44.50884855063167	 Gradient Norm: 9.999998415651511	 Loss: 0.12507399916648865
Parameter Norm: 44.509434694811766	 Gradient Norm: 10.000000991930264	 Loss: 0.10563060641288757
Parameter Norm: 44.510091960655515	 Gradient Norm: 9.99999655457617	 Loss: 0.12957416474819183
Parameter Norm: 44.510797709895336	 Gradient Norm: 10.000004520440497	 Loss: 0.11169032007455826
Parameter Norm: 44.511540310247334	 Gradient Norm: 10.000000217281151	 Loss: 0.09060359746217728
Parameter Norm: 44.51236150044796	 Gradient Norm: 10.000001009379856	 Loss: 0.10498741269111633
Parameter Norm: 44.5129240236155	 Gradient Norm: 10.000000795941048	 Loss: 0.1006520688533783
Parameter Norm: 44.51329202889349	 Gradient Norm: 10.000001126437434	 Loss: 0.12074074894189835
Parameter Norm: 44.51349378883279	 Gradient Norm: 10.000000987071997	 Loss: 0.09025982767343521
Parameter Norm: 44.51357580488081	 Gradient Norm: 9.999998278067487	 Loss: 0.11208143085241318
Parameter Norm: 44.51382812251621	 Gradient Norm: 10.000000853929597	 Loss: 0.10808723419904709
Parameter Norm: 44.514163646527514	 Gradient Norm: 10.000002856120156	 Loss: 0.08317189663648605
Parameter Norm: 44.514590753765184	 Gradient Norm: 9.999998337395926	 Loss: 0.1017337292432785
Parameter Norm: 44.51513910919072	 Gradient Norm: 4.951420668499998	 Loss: 0.08068172633647919
Parameter Norm: 44.51563152935967	 Gradient Norm: 9.999998275989455	 Loss: 0.14325843751430511
Parameter Norm: 44.515937805272884	 Gradient Norm: 10.000004625857837	 Loss: 0.11616387963294983
Parameter Norm: 44.51605086940388	 Gradient Norm: 9.999999211380121	 Loss: 0.13961577415466309
Parameter Norm: 44.51604981239029	 Gradient Norm: 4.8194191915910665	 Loss: 0.07528526335954666
Parameter Norm: 44.516121382060334	 Gradient Norm: 9.999999927459404	 Loss: 0.10076270252466202
Parameter Norm: 44.51632436522314	 Gradient Norm: 9.999999787339789	 Loss: 0.1149417906999588
Parameter Norm: 44.516650693129385	 Gradient Norm: 9.999999432359433	 Loss: 0.09831837564706802
Parameter Norm: 44.517075621334065	 Gradient Norm: 9.999998901947146	 Loss: 0.09618587791919708
Parameter Norm: 44.51765778994076	 Gradient Norm: 9.99999896437232	 Loss: 0.09114424139261246
Parameter Norm: 44.51805351433368	 Gradient Norm: 9.999998211880644	 Loss: 0.08622923493385315
Parameter Norm: 44.51826534274466	 Gradient Norm: 10.000000034429995	 Loss: 0.16870394349098206
Parameter Norm: 44.51832605156464	 Gradient Norm: 9.999999329984558	 Loss: 0.08834002166986465
Parameter Norm: 44.5183103104058	 Gradient Norm: 9.999999511419372	 Loss: 0.09023768454790115
Parameter Norm: 44.51846099758379	 Gradient Norm: 10.000002369479294	 Loss: 0.10200601816177368
Parameter Norm: 44.51873693668003	 Gradient Norm: 9.999999450356949	 Loss: 0.08821597695350647
Parameter Norm: 44.51910579147632	 Gradient Norm: 9.999997941903448	 Loss: 0.08492015302181244
